RBD,NOM_RBD,COD_ENSE2,COD_COM_RBD,COD_PRO_RBD,PROM_ASIS,PROM_ASIS_REP
8206,LICEO BICENTENARIO MANUEL JESUS ANDRADE BORQUEZ,6,10203,102,76.3142857142857,29.7142857142857
8206,LICEO BICENTENARIO MANUEL JESUS ANDRADE BORQUEZ,7,10203,102,86.5,66.4
8207,ESCUELA RURAL NOTUCO,2,10203,102,88.8493150684932,79.0
8208,ESCUELA RURAL CURACO DE VILUPULLI,2,10203,102,85.5588235294118,74.0
8210,ESCUELA RURAL QUITRIPULLI,2,10203,102,89.0746268656716,72.0
8211,ESCUELA RURAL HUILLINCO,2,10203,102,86.3368421052632,88.0
8213,ESCUELA RURAL EL PULPITO,2,10203,102,83.56,52.0
8217,ESCUELA RURAL TEUPA,2,10203,102,95.3846153846154,93.0
8227,ESCUELA RURAL CHANQUIN,2,10203,102,98.5769230769231,99.0
8241,ESCUELA RURAL ALVARO VARGAS MIRANDA,2,10207,102,89.4666666666667,79.0
8247,ESCUELA RURAL JUAN ANTONIO VERA DIAZ,2,10207,102,89.3055555555556,90.0
8251,ESCUELA RURAL SAN JOSE DE TRANQUI,2,10207,102,94.6666666666667,94.0
8255,LICEO RAYEN MAPU,5,10208,102,81.1191588785047,62.5263157894737
8255,LICEO RAYEN MAPU,7,10208,102,84.55,75.1428571428571
8255,LICEO RAYEN MAPU,7,10208,102,78.1063829787234,66.0
8256,ESCUELA EDUCADORA EULOGIA BORQUEZ PEREZ,2,10208,102,84.9658848614072,63.4545454545455
8264,ESCUELA RURAL ADELA GARCIA GARCIA,2,10208,102,88.2936507936508,77.0
8277,ESCUELA RURAL SAN JUAN,2,10208,102,86.5,86.0
8286,ESCUELA RURAL SAN ANTONIO,2,10208,102,75.7692307692308,28.0
8288,ESCUELA RURAL YALDAD,2,10208,102,82.9591836734694,3.0
8290,ESCUELA RURAL KUME RUKA WEKETRUMAO,2,10208,102,83.0857142857143,37.0
8309,LICEO PENINSULAR AYACARA,2,10401,104,90.0,90.0
8309,LICEO PENINSULAR AYACARA,5,10401,104,91.1304347826087,84.5
8325,ESCUELA ANTUPIREN,2,10403,104,72.8589743589744,47.6666666666667
8331,LICEO BICENTENARIO FUTALEUFU,2,10402,104,87.6596638655462,79.0
8331,LICEO BICENTENARIO FUTALEUFU,5,10402,104,86.4825174825175,83.75
8339,ESCUELA ROBERTO WHITE GESELL,2,10404,104,84.6,93.0
8339,ESCUELA ROBERTO WHITE GESELL,5,10404,104,87.5,81.6666666666667
8345,LICEO JOSEFINA AGUIRRE MONTENEGRO,2,11101,111,72.3157894736842,47.2857142857143
8345,LICEO JOSEFINA AGUIRRE MONTENEGRO,5,11101,111,73.3991031390134,48.7096774193548
8345,LICEO JOSEFINA AGUIRRE MONTENEGRO,7,11101,111,71.6153846153846,51.5
8345,LICEO JOSEFINA AGUIRRE MONTENEGRO,7,11101,111,72.9590163934426,48.95
8346,ESCUELA VICTOR DOMINGO SILVA,2,11101,111,82.1069518716578,52.0
8348,ESCUELA BAQUEDANO,2,11101,111,87.0828402366864,78.4736842105263
8349,ESCUELA PEDRO QUINTANA MANSILLA,2,11101,111,85.6486956521739,74.3333333333333
8352,LICEO TECNICO PROFESIONAL PROFESOR RICARDO NAVARRETE BARRIA,2,11101,111,75.6558441558442,51.0
8352,LICEO TECNICO PROFESIONAL PROFESOR RICARDO NAVARRETE BARRIA,5,11101,111,74.0694444444444,53.9090909090909
8352,LICEO TECNICO PROFESIONAL PROFESOR RICARDO NAVARRETE BARRIA,7,11101,111,78.7592592592593,49.5
8353,ESCUELA NIEVES DEL SUR,2,11101,111,84.5317919075144,52.3333333333333
8356,ESCUELA RURAL RIO BLANCO,2,11101,111,86.7567567567568,86.0
8357,ESCUELA RURAL VALLE SIMPSON,2,11101,111,83.7959183673469,49.25
8358,ESCUELA JOSE ANTOLIN SILVA ORMENO,2,11101,111,83.8474576271186,58.0
8362,ESCUELA RURAL ARROYO EL GATO,2,11101,111,87.3333333333333,80.0
8365,LICEO SAN FELIPE BENICIO DE COYHAIQUE,2,11101,111,92.4874651810585,85.7666666666667
8365,LICEO SAN FELIPE BENICIO DE COYHAIQUE,5,11101,111,91.9393063583815,84.5294117647059
8366,COLEGIO LYON COLLEGE,2,11101,111,93.572192513369,76.1111111111111
8367,COLEGIO MATER DEI DE COYHAIQUE,5,11101,111,84.5183823529412,70.0
8369,LICEO BICENTENARIO AGRICOLA E INDUSTRIAL DE LA PATAGONIA,7,11101,111,84.734375,78.0
8369,LICEO BICENTENARIO AGRICOLA E INDUSTRIAL DE LA PATAGONIA,7,11101,111,82.7377049180328,72.0
8375,LICEO POLITECNICO DE AYSEN,2,11201,112,81.5614035087719,62.8571428571429
8375,LICEO POLITECNICO DE AYSEN,6,11201,112,83.0833333333333,55.0
8375,LICEO POLITECNICO DE AYSEN,7,11201,112,86.3434343434343,64.6666666666667
8375,LICEO POLITECNICO DE AYSEN,7,11201,112,82.5888888888889,51.4285714285714
8376,ESCUELA BASICA MUNICIPAL POETISA GABRIELA MISTRAL,2,11201,112,85.62,74.0
8377,ESCUELA AYSEN,2,11201,112,82.3053892215569,56.7777777777778
8379,ESCUELA PEDRO AGUIRRE CERDA,2,11201,112,91.0535714285714,85.0
8380,LICEO MANIHUALES,2,11201,112,83.296,61.5
8380,LICEO MANIHUALES,5,11201,112,81.1940298507463,83.5
8380,LICEO MANIHUALES,6,11201,112,69.2142857142857,51.5
8382,ESCUELA CARLOS CONDELL,2,11201,112,82.7659574468085,54.0
8388,ESCUELA GUIDO GOMEZ MUNOZ,2,11202,112,83.7452054794521,76.8333333333333
8390,ESCUELA HAMBURGO,2,11202,112,87.6621621621622,79.0
8391,ESCUELA EUSEBIO IBAR SCHEPELER,2,11202,112,83.1534391534392,69.25
8391,ESCUELA EUSEBIO IBAR SCHEPELER,5,11202,112,85.4157303370787,15.0
8392,LICEO MELINKA,2,11203,112,79.7840909090909,59.0
8392,LICEO MELINKA,5,11203,112,77.9605263157895,51.8333333333333
8394,LICEO BICENTENARIO LUISA RABANAL PALMA,2,11401,114,87.6969696969697,54.625
8394,LICEO BICENTENARIO LUISA RABANAL PALMA,5,11401,114,86.8223350253807,75.0909090909091
8401,ESCUELA GABRIELA MISTRAL,2,11402,114,82.8367346938775,63.0
8403,LICEO BICENTENARIO RURAL CERRO CASTILLO,2,11402,114,85.4705882352941,71.0
8403,LICEO BICENTENARIO RURAL CERRO CASTILLO,5,11402,114,81.4827586206897,80.5
8404,ESCUELA AONIKENK,2,11402,114,85.2833333333333,32.0
8405,ESCUELA RURAL CARRETERA AUSTRAL,2,11402,114,82.8947368421053,46.0
8407,ESCUELA MARIA ANTONIETA PARRA MONSALVE,2,11402,114,96.5,84.0
8408,ESC. BASICA HERNAN MERINO CORREA,2,11301,113,86.7883435582822,73.4285714285714
8409,LICEO PIONEROS DEL SUR,2,11302,113,85.2093023255814,63.3333333333333
8409,LICEO PIONEROS DEL SUR,5,11302,113,85.8333333333333,66.0
8410,ESCUELA MUNICIPAL CDTE LUIS BRAVO BRAVO,2,11303,113,90.2676056338028,84.5
8411,LICEO BICENTENARIO POLITECNICO LUIS CRUZ MARTINEZ,7,12401,124,94.1929824561404,62.6666666666667
8411,LICEO BICENTENARIO POLITECNICO LUIS CRUZ MARTINEZ,7,12401,124,93.6119402985075,63.125
8411,LICEO BICENTENARIO POLITECNICO LUIS CRUZ MARTINEZ,7,12401,124,95.7397260273973,81.0
8412,ESCUELA LIB. BERNARDO O´HIGGINS R.,2,12401,124,91.3752577319588,71.1666666666667
8413,ESCUELA CORONEL SANTIAGO BUERAS,2,12401,124,91.7658227848101,71.75
8415,ESCUELA CAPITAN JUAN LADRILLERO,2,12401,124,87.3376344086022,48.6666666666667
8417,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,2,12401,124,88.0051020408163,37.5
8419,ESC. PROF. MIGUEL S. MONTECINOS C.,2,12401,124,63.2142857142857,62.0
8421,LICEO SALESIANO MONSEÑOR FAGNANO,2,12401,124,91.4340222575517,87.0
8421,LICEO SALESIANO MONSEÑOR FAGNANO,5,12401,124,91.969696969697,87.3333333333333
8423,ESC.HOGAR MUN.FRONTERIZA RAMON SERRANO M,2,12402,124,76.9090909090909,62.0
8424,INSTITUTO SUPERIOR DE COMERCIO LICEO BICENTENARIO,2,12101,121,86.8266666666667,72.6666666666667
8424,INSTITUTO SUPERIOR DE COMERCIO LICEO BICENTENARIO,7,12101,121,85.9288389513109,71.2631578947368
8424,INSTITUTO SUPERIOR DE COMERCIO LICEO BICENTENARIO,8,12101,121,80.6491228070175,57.0
8425,LICEO POLIVALENTE MARIA BEHETY DE MENENDEZ,5,12101,121,88.9402173913043,77.6
8425,LICEO POLIVALENTE MARIA BEHETY DE MENENDEZ,7,12101,121,88.0671140939597,69.6666666666667
8427,LICEO INDUSTRIAL ARMANDO QUEZADA ACHARAN,7,12101,121,91.8929663608563,58.7142857142857
8427,LICEO INDUSTRIAL ARMANDO QUEZADA ACHARAN,8,12101,121,92.7407407407407,79.6666666666667
8429,LICEO LUIS ALBERTO BARRERA,5,12101,121,88.6316916488223,71.0
8430,LICEO POLIVALENTE SARA BRAUN,5,12101,121,85.0,85.0
8430,LICEO POLIVALENTE SARA BRAUN,6,12101,121,83.125,30.0
8432,CENTRO DE EDUC.INTEGRAL DE ADULTOS CEIA.,3,12101,121,80.3333333333333,53.3333333333333
8432,CENTRO DE EDUC.INTEGRAL DE ADULTOS CEIA.,6,12101,121,75.7983870967742,52.125
8433,ESCUELA LIBERTADOR CAP GRAL BDO OHIGGINS,2,12101,121,78.0666666666667,69.5
8435,ESCUELA DIECIOCHO DE SEPTIEMBRE,2,12101,121,88.9851632047478,77.2857142857143
8436,ESCUELA PORTUGAL,2,12101,121,99.8927203065134,98.5
8438,ESCUELA REPUBLICA DE CROACIA,2,12101,121,86.7667493796526,53.6666666666667
8439,ESCUELA JUAN WILLIAMS,2,12101,121,85.2768240343348,60.0
8441,ESCUELA HERNANDO DE MAGALLANES,2,12101,121,86.1314655172414,76.4285714285714
8442,ESCUELA PEDRO PABLO LEMAITRE,2,12101,121,86.8880994671403,65.25
8442,ESCUELA PEDRO PABLO LEMAITRE,5,12101,121,88.1010101010101,71.75
8444,ESCUELA PATAGONIA,2,12101,121,83.0861056751468,52.5
8448,ESCUELA PEDRO SARMIENTO DE GAMBOA,2,12101,121,86.5664335664336,89.0
8450,ESCUELA DELLAMIRA REBECA AGUILAR,2,12101,121,88.027027027027,100.0
8454,INSTITUTO DON BOSCO,2,12101,121,86.4924471299094,21.6666666666667
8454,INSTITUTO DON BOSCO,7,12101,121,88.5869565217391,79.3333333333333
8455,LICEO MARIA AUXILIADORA,2,12101,121,86.9194847020934,78.7142857142857
8455,LICEO MARIA AUXILIADORA,5,12101,121,87.3460207612457,83.0
8457,INSTITUTO SAGRADA FAMILIA,2,12101,121,85.3778920308483,43.0
8457,INSTITUTO SAGRADA FAMILIA,7,12101,121,85.9439252336449,51.0
8457,INSTITUTO SAGRADA FAMILIA,7,12101,121,84.0,62.5
8458,ESCUELA PARTICULAR LA MILAGROSA,5,12101,121,85.1619318181818,37.3333333333333
8463,THE BRITISH SCHOOL,5,12101,121,95.5436241610738,87.0
8464,COLEGIO ALEMAN,2,12101,121,94.6885644768856,54.0
8474,LICEO BICENTENARIO HERNANDO DE MAGALLANES,5,12301,123,89.410447761194,65.0
8474,LICEO BICENTENARIO HERNANDO DE MAGALLANES,7,12301,123,87.6346153846154,51.0
8475,ESCUELA LIBERTADOR BDO. O´HIGGINS R.,2,12301,123,87.8313725490196,85.0
8479,ESCUELA CERRO SOMBRERO,2,12302,123,82.8679245283019,64.0
8483,LICEO BICENTENARIO DONALD MC-INTYRE GRIFFITHS,2,12201,122,85.2605363984674,90.0
8483,LICEO BICENTENARIO DONALD MC-INTYRE GRIFFITHS,5,12201,122,79.0470588235294,25.0
8485,LICEO INSTITUTO NACIONAL,2,13101,131,98.4464566929134,96.7027027027027
8485,LICEO INSTITUTO NACIONAL,5,13101,131,88.9607087827427,75.7946428571429
8487,LICEO JAVIERA CARRERA,2,13101,131,77.4685990338164,53.0
8487,LICEO JAVIERA CARRERA,5,13101,131,77.4931714719272,47.0833333333333
8488,LICEO N° 4 BICENTENARIO ISAURA DINATOR,2,13101,131,76.76,45.4
8488,LICEO N° 4 BICENTENARIO ISAURA DINATOR,5,13101,131,73.5800711743772,44.0
8489,LICEO BICENTENARIO TERESA PRATS,5,13101,131,82.6530612244898,54.3636363636364
8490,LICEO NRO 2 MIGUEL LUIS AMUNATEGUI,2,13101,131,82.3006535947712,46.0
8490,LICEO NRO 2 MIGUEL LUIS AMUNATEGUI,5,13101,131,80.6146788990826,53.6363636363636
8491,LICEO DE APLICACION RECTOR JORGE E SCHNE,2,13101,131,76.2754491017964,30.0
8491,LICEO DE APLICACION RECTOR JORGE E SCHNE,5,13101,131,76.3981220657277,34.5151515151515
8491,LICEO DE APLICACION RECTOR JORGE E SCHNE,6,13101,131,80.1192660550459,48.5
8492,LICEO MANUEL BARROS BORGONO,2,13101,131,89.41,87.0
8492,LICEO MANUEL BARROS BORGONO,5,13101,131,86.2900900900901,74.5555555555556
8494,LICEO A-1 VALENTIN LETELIER,5,13127,131,83.7784679089027,49.1333333333333
8495,LICEO CONFEDERACION SUIZA,5,13101,131,75.0171232876712,41.7647058823529
8496,LICEO JOSÉ DE SAN MARTIN,5,13101,131,88.6666666666667,67.0714285714286
8496,LICEO JOSÉ DE SAN MARTIN,7,13101,131,86.9540229885057,56.0
8497,LICEO GABRIELA MISTRAL,2,13108,131,91.4171195652174,73.2
8497,LICEO GABRIELA MISTRAL,3,13108,131,99.0769230769231,100.0
8497,LICEO GABRIELA MISTRAL,5,13108,131,85.8537414965986,38.6666666666667
8497,LICEO GABRIELA MISTRAL,6,13108,131,98.4942528735632,87.75
8498,LICEO DARIO SALAS,2,13101,131,76.4174672489083,41.8301886792453
8498,LICEO DARIO SALAS,5,13101,131,76.8174157303371,58.5454545454545
8499,INTERNADO NACIONAL BARROS ARANA,2,13101,131,85.978102189781,59.0
8499,INTERNADO NACIONAL BARROS ARANA,5,13101,131,74.2805836139169,54.8488372093023
8500,LICEO INDUSTRIAL ELIODORO GARCIA ZEGERS,5,13101,131,87.2247838616715,69.05
8500,LICEO INDUSTRIAL ELIODORO GARCIA ZEGERS,7,13101,131,89.5188405797101,79.5833333333333
8501,LICEO POLITEC. PDTE. GABRIEL GONZALEZ VIDELA,2,13101,131,89.8888888888889,76.5
8501,LICEO POLITEC. PDTE. GABRIEL GONZALEZ VIDELA,5,13101,131,89.49377593361,86.1111111111111
8501,LICEO POLITEC. PDTE. GABRIEL GONZALEZ VIDELA,7,13101,131,86.7375886524823,76.0
8501,LICEO POLITEC. PDTE. GABRIEL GONZALEZ VIDELA,8,13101,131,81.0769230769231,83.0
8502,LICEO COMERCIAL LUIS CORREA PRIETO,5,13127,131,85.7808641975309,77.4545454545455
8502,LICEO COMERCIAL LUIS CORREA PRIETO,7,13127,131,86.7408637873754,64.6
8503,INST.SUP.DE COMERCIO EDUARDO FREI M.,2,13101,131,87.9770992366412,73.6666666666667
8503,INST.SUP.DE COMERCIO EDUARDO FREI M.,5,13101,131,86.5767918088737,69.0357142857143
8503,INST.SUP.DE COMERCIO EDUARDO FREI M.,7,13101,131,85.586642599278,64.0
8504,LICEO TECNICO A N° 27 CLELIA CLAVEL DINAT,5,13101,131,72.513353115727,33.9523809523809
8504,LICEO TECNICO A N° 27 CLELIA CLAVEL DINAT,7,13101,131,72.9224137931034,22.0
8505,LICEO POLIVALENTE A-28 EMILIA TORO DE BAL,5,13101,131,78.9339853300734,31.9047619047619
8505,LICEO POLIVALENTE A-28 EMILIA TORO DE BAL,7,13101,131,77.3483146067416,45.1428571428571
8505,LICEO POLIVALENTE A-28 EMILIA TORO DE BAL,7,13101,131,78.3508287292818,39.8571428571429
8506,INSTITUTO COMERCIAL ELIODORO DOMINGUEZ DOMINGUEZ,5,13101,131,83.8631090487239,56.0847457627119
8506,INSTITUTO COMERCIAL ELIODORO DOMINGUEZ DOMINGUEZ,6,13101,131,82.6805555555556,11.7
8506,INSTITUTO COMERCIAL ELIODORO DOMINGUEZ DOMINGUEZ,7,13101,131,82.6414342629482,51.9433962264151
8507,LICEO COMERCIAL JOAQUIN VERA MORALES,5,13101,131,79.0658914728682,55.2916666666667
8507,LICEO COMERCIAL JOAQUIN VERA MORALES,7,13101,131,75.3914728682171,22.7
8507,LICEO COMERCIAL JOAQUIN VERA MORALES,7,13101,131,78.9722222222222,60.6666666666667
8508,LICEO POLIVALENTE JUAN A.RIOS,5,13126,131,87.5735294117647,70.1578947368421
8508,LICEO POLIVALENTE JUAN A.RIOS,7,13126,131,88.0875,46.0
8510,LICEO PAULA JARAQUEMADA,5,13127,131,81.6793650793651,45.0
8511,LICEO EXPERIMENTAL ARTISTICO B-65,2,13119,131,85.8189655172414,80.0
8511,LICEO EXPERIMENTAL ARTISTICO B-65,7,13119,131,81.7926267281106,64.7142857142857
8513,ESC. BAS. REPUBLICA ORIENTAL DE URUGUAY,2,13101,131,86.5902527075812,24.125
8514,LICEO MULTIGENERO DOCTORA ELOISA DIAZ INZUNZA,2,13108,131,89.155,61.1428571428571
8514,LICEO MULTIGENERO DOCTORA ELOISA DIAZ INZUNZA,5,13108,131,88.875,75.1739130434783
8515,ESCUELA BASICA CORNELIA OLIVARES,2,13108,131,86.9031007751938,74.4444444444444
8518,LICEO ESTACION CENTRAL,2,13106,131,84.1268011527378,52.5
8518,LICEO ESTACION CENTRAL,5,13106,131,84.3163636363636,44.5
8519,ESCUELA BASICA PEDRO AGUIRRE CERDA,2,13102,131,77.3041825095057,60.0
8521,ESCUELA CARLOS CONDELL DE LA HAZA,2,13106,131,86.9864864864865,78.25
8522,ESCUELA BASICA REPUBLICA DE COLOMBIA,2,13101,131,88.6110183639399,75.4
8523,ESCUELA BASICA REPUBLICA DE PANAMA,2,13101,131,83.7097791798107,61.0
8531,ESCUELA BASICA IRENE FREI DE CID,2,13101,131,80.7773279352227,53.5333333333333
8532,ESCUELA BASICA LIBERTADORES DE CHILE,2,13101,131,87.8074712643678,66.6666666666667
8533,ESCUELA BASICA BENJAMIN VICUNA MACKENNA,2,13101,131,89.5075187969925,52.5
8535,LICEO REPUBLICA DE BRASIL,2,13101,131,95.9381107491857,96.0
8535,LICEO REPUBLICA DE BRASIL,5,13101,131,93.2463768115942,86.3
8536,ESCUELA REPUBLICA DE ISRAEL,2,13101,131,89.8715789473684,75.1
8537,ESCUELA ARNALDO FALABELLA,2,13106,131,80.5523648648649,56.6666666666667
8540,ESCUELA BASICA REPUBLICA DE HAITI,2,13101,131,87.5391304347826,26.0
8541,LICEO DE ADULTOS HERBERT VARGAS WALLIS,3,13101,131,99.8064516129032,99.7647058823529
8541,LICEO DE ADULTOS HERBERT VARGAS WALLIS,3,13101,131,99.2943548387097,98.7934782608696
8541,LICEO DE ADULTOS HERBERT VARGAS WALLIS,6,13101,131,98.7306666666667,97.9241379310345
8542,LICEO SAN FRANCISCO DE QUITO,2,13108,131,80.362760834671,57.0
8542,LICEO SAN FRANCISCO DE QUITO,5,13108,131,79.7070063694268,34.0
8544,ESCUELA BÁSICA ARTURO ALESSANDRI PALMA,2,13106,131,85.8168498168498,55.6470588235294
8546,ESC.BAS.BILINGUE REPUBLICA DEL PARAGUAY,2,13127,131,84.9653379549393,44.0
8548,ESCUELA BASICA DR LUIS CALVO MACKENNA,2,13101,131,78.9695945945946,60.6666666666667
8549,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,2,13101,131,87.2591463414634,69.2222222222222
8552,ESCUELA BAS SALVADOR SANFUENTES REP EEUU,2,13101,131,80.3900862068966,63.1111111111111
8553,ESCUELA DE ADULTOS  JORGE ALESSANDRI R.,3,13127,131,41.6351351351351,4.0
8553,ESCUELA DE ADULTOS  JORGE ALESSANDRI R.,6,13127,131,38.0124137931034,3.75
8554,LICEO MUNICIPAL METROPOLITANO DE ADULTOS,3,13101,131,49.1612903225806,22.2222222222222
8554,LICEO MUNICIPAL METROPOLITANO DE ADULTOS,6,13101,131,44.3237410071942,19.0629921259843
8555,ESCUELA REPUBLICA EL LIBANO,2,13101,131,83.7865612648221,55.3333333333333
8556,ESCUELA REPUBLICA DE AUSTRIA,2,13106,131,84.9130434782609,60.0
8558,ESCUELA BÁSICA HUMBERTO VALENZUELA GARCÍA,2,13106,131,84.5418604651163,25.75
8561,ESCUELA REPUBLICA DE ALEMANIA,2,13101,131,88.1070110701107,90.0
8562,CIUDAD SANTIAGO DE CHILE,2,13101,131,85.5776892430279,17.0
8563,ESCUELA BASICA REPUBLICA DE MEXICO,2,13101,131,83.0017793594306,14.0
8564,ESCUELA BASICA REINO DE NORUEGA,2,13126,131,83.8253968253968,72.75
8569,ESCUELA BASICA REPUBLICA DEL ECUADOR,2,13101,131,83.3759259259259,37.0
8576,ESCUELA BASICA REYES CATOLICOS,2,13101,131,88.3441860465116,77.8
8579,ESCUELA BASICA UNION LATINOAMERICANA,2,13106,131,90.561872909699,79.0
8587,LICEO DE ADULTOS MUNICIPALIZADO LUIS GOMEZ CATALAN,6,13106,131,72.324427480916,49.7333333333333
8589,LICEO MIGUEL RAFAEL PRADO,2,13108,131,91.5166975881262,92.2
8592,LICEO JOSE MIGUEL INFANTE,2,13101,131,87.3865671641791,70.3333333333333
8592,LICEO JOSE MIGUEL INFANTE,5,13101,131,87.1964285714286,47.0
8598,COLEGIO ALTO PALENA,5,13101,131,87.3597733711048,80.2
8601,COLEGIO WUNMAN,5,13101,131,92.6967213114754,53.0
8603,CENTRO EDUCATIVO SALESIANOS ALAMEDA,2,13101,131,88.8498498498498,78.4
8603,CENTRO EDUCATIVO SALESIANOS ALAMEDA,5,13101,131,92.1025641025641,53.75
8603,CENTRO EDUCATIVO SALESIANOS ALAMEDA,7,13101,131,90.5026525198939,69.0833333333333
8604,COLEGIO SANTA CRUZ,2,13101,131,87.1285008237232,70.5454545454545
8604,COLEGIO SANTA CRUZ,5,13101,131,87.1580756013746,73.0
8609,COLEGIO SAN IGNACIO,2,13101,131,92.6231884057971,94.0
8609,COLEGIO SAN IGNACIO,5,13101,131,92.6256281407035,68.0
8611,COLEGIO NUESTRA SENORA DE ANDACOLLO,2,13101,131,89.0683760683761,67.5
8611,COLEGIO NUESTRA SENORA DE ANDACOLLO,5,13101,131,89.1289398280802,79.0
8613,COLEGIO FRANCISCANO MARIA REINA,2,13106,131,86.9194630872483,42.0
8613,COLEGIO FRANCISCANO MARIA REINA,5,13106,131,85.3286713286713,33.5
8614,COLEGIO MARIA TERESA CANCINO AGUILAR,2,13127,131,89.3065810593901,28.0
8614,COLEGIO MARIA TERESA CANCINO AGUILAR,5,13127,131,89.3865814696486,57.0
8616,COLEGIO POLIVALENTE PLUS ULTRA,2,13108,131,88.5277777777778,70.5
8616,COLEGIO POLIVALENTE PLUS ULTRA,3,13108,131,85.75,79.0
8616,COLEGIO POLIVALENTE PLUS ULTRA,5,13108,131,88.1074168797954,62.2142857142857
8616,COLEGIO POLIVALENTE PLUS ULTRA,6,13108,131,85.5661764705882,73.9047619047619
8616,COLEGIO POLIVALENTE PLUS ULTRA,7,13108,131,86.4620253164557,73.75
8616,COLEGIO POLIVALENTE PLUS ULTRA,7,13108,131,85.659217877095,62.1428571428571
8617,LICEO POLIT. SARA BLINDER DARGOLTZ,7,13101,131,83.9520295202952,65.5
8617,LICEO POLIT. SARA BLINDER DARGOLTZ,7,13101,131,85.0294117647059,30.0
8620,COLEGIO SAN SEBASTIAN,2,13101,131,92.5484949832776,65.0
8620,COLEGIO SAN SEBASTIAN,5,13101,131,92.5,76.0
8625,CENTRO EDUC. CASA TALLERES SAN VICENTE DE PAU,2,13101,131,88.29,59.0
8625,CENTRO EDUC. CASA TALLERES SAN VICENTE DE PAU,5,13101,131,84.5333333333333,49.0
8625,CENTRO EDUC. CASA TALLERES SAN VICENTE DE PAU,7,13101,131,83.0237288135593,26.8235294117647
8627,COLEGIO SANTA MARIA DE SANTIAGO,2,13101,131,85.8792314730101,70.3
8627,COLEGIO SANTA MARIA DE SANTIAGO,5,13101,131,86.739054290718,49.875
8631,COLEGIO ECHAURREN,2,13106,131,90.1947791164659,62.85
8631,COLEGIO ECHAURREN,5,13106,131,90.8939393939394,53.3333333333333
8632,LICEO POLIVALENTE SANTA JULIANA,2,13127,131,86.3102345415778,78.8867924528302
8632,LICEO POLIVALENTE SANTA JULIANA,5,13127,131,87.0195439739414,76.1
8634,LICEO RUIZ TAGLE,2,13106,131,88.0620805369127,84.8
8634,LICEO RUIZ TAGLE,5,13106,131,90.8523985239852,80.0
8636,LICEO LEONARDO MURIALDO,5,13127,131,88.1933085501859,53.25
8639,LICEO Y COLEGIO NUEVO HISPANO CHILENO,2,13101,131,84.2347417840376,62.6
8639,LICEO Y COLEGIO NUEVO HISPANO CHILENO,5,13101,131,87.3173913043478,81.25
8643,INSTITUTO COMERCIAL BLAS CANAS,7,13101,131,74.4576271186441,41.0
8644,COLEGIO INDUSTRIAL VASCO NUNEZ DE BALBOA,5,13101,131,92.1607142857143,79.25
8644,COLEGIO INDUSTRIAL VASCO NUNEZ DE BALBOA,7,13101,131,92.8161434977578,78.5
8649,COLEGIO LORENZO SAZIE,2,13101,131,90.1347962382445,72.2
8649,COLEGIO LORENZO SAZIE,5,13101,131,88.1,61.0
8650,COLEGIO SAN BENILDO,5,13127,131,85.8513931888545,50.0
8652,COLEGIO SAN ANTONIO,2,13101,131,88.6113475177305,63.0
8652,COLEGIO SAN ANTONIO,5,13101,131,88.9954751131222,39.0
8654,COLEGIO POLITECNICO AVDA. INDEPENDENCIA,5,13108,131,90.3184357541899,58.5
8654,COLEGIO POLITECNICO AVDA. INDEPENDENCIA,7,13108,131,88.0900900900901,67.5
8657,COLEGIO SAN ALBERTO,2,13106,131,87.0233393177738,62.6111111111111
8657,COLEGIO SAN ALBERTO,5,13106,131,87.985401459854,83.75
8657,COLEGIO SAN ALBERTO,7,13106,131,82.0459770114943,67.5
8658,COLEGIO FRANCISCO ARRIARAN,2,13101,131,87.3692307692308,56.2
8658,COLEGIO FRANCISCO ARRIARAN,5,13101,131,86.7936507936508,52.1
8659,ESCUELA PARTICULAR FRANCISCO ANDRES OLEA,2,13101,131,87.1308411214953,40.1428571428571
8661,ESCUELA PARTICULAR GUILLERMO MATTA,2,13101,131,88.3461538461538,63.35
8663,INSTITUTO HERMANOS MATTE,2,13101,131,88.578125,81.2222222222222
8663,INSTITUTO HERMANOS MATTE,5,13101,131,87.96484375,79.0625
8675,COLEGIO SANTA TERESITA DEL NINO JESUS,2,13101,131,86.4459234608985,48.8571428571429
8675,COLEGIO SANTA TERESITA DEL NINO JESUS,5,13101,131,85.9139344262295,74.2
8676,ESCUELA MANUEL JOSE IRARRAZAVAL,2,13101,131,90.0236593059937,76.3333333333333
8678,ESC.SILVIA SALAS EDWARDS,2,13106,131,88.3887043189369,74.8571428571429
8680,COLEGIO ADVENTISTA PORVENIR,2,13101,131,84.2591240875912,48.3333333333333
8681,COLEGIO ANGLO MAIPU,2,13119,131,87.4060606060606,75.0769230769231
8681,COLEGIO ANGLO MAIPU,5,13119,131,89.7669616519174,90.0
8682,COLEGIO RAFAEL SANHUEZA LIZARDI,2,13127,131,87.2174515235457,45.0
8682,COLEGIO RAFAEL SANHUEZA LIZARDI,5,13127,131,86.5320334261838,54.0
8684,COLEGIO JEAN JACQUES,2,13108,131,88.8333333333333,64.5
8685,ESCUELA BASICA PARTICULAR CLUB HIPICO,2,13105,131,83.3551401869159,70.3333333333333
8690,ESCUELA PARTICULAR AMOR DE DIOS,2,13102,131,91.25,85.0
