RBD,NOM_RBD,COD_COM_RBD,COD_DEPE2,LATITUD,LONGITUD,MAT_TOTAL,ESTADO_ESTAB,ENS_01,COD_ENSE2,COD_PRO_RBD,PROM_ASIS,PROM_ASIS_REP
9369,ESCUELA PARTICULAR ROSARIO CONCHA,13110,2,-33.5186711,-70.58521968,1127,1,10,2,131,88.6443812233286,77.2857142857143
9369,ESCUELA PARTICULAR ROSARIO CONCHA,13110,2,-33.5186711,-70.58521968,1127,1,10,5,131,89.7687861271676,70.7777777777778
9373,BERNADETTE COLLEGE,13110,2,-33.55037718,-70.5939039,861,1,10,5,131,87.7366255144033,68.0
9375,CENTRO EDUCACIONAL LONDON,13110,2,-33.55822288,-70.59474021,661,1,10,2,131,89.7038461538462,69.25
9375,CENTRO EDUCACIONAL LONDON,13110,2,-33.55822288,-70.59474021,661,1,10,5,131,92.4387351778656,70.5
9375,CENTRO EDUCACIONAL LONDON,13110,2,-33.55822288,-70.59474021,661,1,10,7,131,93.0892857142857,76.0
9375,CENTRO EDUCACIONAL LONDON,13110,2,-33.55822288,-70.59474021,661,1,10,7,131,92.2857142857143,83.3333333333333
9377,COLEGIO POLIV. VICENTE VALDES,13110,2,-33.52291935,-70.59742898,628,1,110,7,131,85.3333333333333,12.0
9396,COLEGIO SANTA CECILIA DE LA FLORIDA,13110,3,-33.514006,-70.60971,315,1,10,2,131,92.8164251207729,91.5
9405,LICEO BETSABE HORMAZABAL DE ALARCON,13130,1,-33.49040741999999,-70.65607108,500,1,110,5,131,86.8883495145631,64.6153846153846
9406,LICEO ANDRES BELLO,13130,1,-33.48664656999999,-70.65290957,613,1,110,5,131,87.0338600451467,45.3333333333333
9407,ESCUELA DE LA INDUSTRIA GRAFICA HECTOR GO,13130,4,-33.48936244,-70.65774866,740,1,310,5,131,85.3969849246231,52.3888888888889
9407,ESCUELA DE LA INDUSTRIA GRAFICA HECTOR GO,13130,4,-33.48936244,-70.65774866,740,1,310,7,131,84.7192429022082,56.1666666666667
9408,LICEO BICENTENARIO POLITECNICO SAN JOAQUIN,13129,4,-33.48364713,-70.64102081,363,1,310,5,131,77.1570680628272,34.6
9408,LICEO BICENTENARIO POLITECNICO SAN JOAQUIN,13129,4,-33.48364713,-70.64102081,363,1,310,7,131,76.7333333333333,24.9
9409,LICEO COMERCIAL INSTITUTO SUPERIOR DE COMERCIO DE CHILE (EX A99),13130,4,-33.49015584,-70.6506494,582,1,410,7,131,84.0869565217391,48.5454545454545
9409,LICEO COMERCIAL INSTITUTO SUPERIOR DE COMERCIO DE CHILE (EX A99),13130,4,-33.49015584,-70.6506494,582,1,410,7,131,82.4669603524229,30.1666666666667
9410,ESCUELA  CONSOLIDADA DAVILA,13121,1,-33.50665601,-70.66965572,394,1,10,2,131,76.9655172413793,40.0
9410,ESCUELA  CONSOLIDADA DAVILA,13121,1,-33.50665601,-70.66965572,394,1,10,5,131,74.2835820895522,31.0
9410,ESCUELA  CONSOLIDADA DAVILA,13121,1,-33.50665601,-70.66965572,394,1,10,7,131,67.5,8.0
9410,ESCUELA  CONSOLIDADA DAVILA,13121,1,-33.50665601,-70.66965572,394,1,10,7,131,79.4651162790698,66.0
9411,CENTRO EDUCACIONAL HORACIO ARAVENA A.,13129,5,-33.50066196,-70.63454954,812,1,10,2,131,83.5693641618497,61.2
9411,CENTRO EDUCACIONAL HORACIO ARAVENA A.,13129,5,-33.50066196,-70.63454954,812,1,10,5,131,81.3970588235294,63.1428571428571
9411,CENTRO EDUCACIONAL HORACIO ARAVENA A.,13129,5,-33.50066196,-70.63454954,812,1,10,6,131,83.464,72.0909090909091
9411,CENTRO EDUCACIONAL HORACIO ARAVENA A.,13129,5,-33.50066196,-70.63454954,812,1,10,7,131,83.9024390243902,40.0
9411,CENTRO EDUCACIONAL HORACIO ARAVENA A.,13129,5,-33.50066196,-70.63454954,812,1,10,7,131,82.95,60.5
9413,ESCUELA GENERAL BASICA SANTA FE,13130,1,-33.51408794999999,-70.6377727,411,1,10,2,131,87.8739002932551,82.0
9414,COLEGIO CIUDAD DE FRANKFORT,13129,5,-33.48926174999999,-70.62281982,603,1,10,2,131,87.9414225941423,63.5
9415,ESCUELA TERRITORIO ANTARTICO,13130,1,-33.50729712999999,-70.66255721,662,1,10,2,131,85.5993150684932,64.5
9416,ESCUELA POETAS DE CHILE,13121,1,-33.48073675,-70.6604761,457,1,10,2,131,82.469696969697,63.0588235294118
9418,ESCUELA LA VICTORIA,13121,1,-33.48776092,-70.67974555,277,1,110,2,131,82.4067164179104,26.0
9419,LICEO MUNICIPAL ENRIQUE BACKAUSSE,13121,1,-33.48263185999999,-70.67448238,340,1,10,2,131,85.29,60.4444444444444
9419,LICEO MUNICIPAL ENRIQUE BACKAUSSE,13121,1,-33.48263185999999,-70.67448238,340,1,10,5,131,80.5714285714286,54.6153846153846
9421,LICEO MUNICIPAL SAN JOAQUIN,13129,5,-33.49374962,-70.62669596,340,1,10,2,131,85.1549815498155,58.5
9424,ESCUELA BASICA FRAY CAMILO HENRIQUEZ,13129,5,-33.50569342,-70.62432593,687,1,10,2,131,80.9748653500898,62.0
9426,ESCUELA LLANO SUBERCASEAUX,13130,1,-33.48578744999999,-70.65647995,574,1,10,2,131,87.3762376237624,64.4
9428,ESCUELA BASICA RICARDO E. LATCHMAN,13121,1,-33.49101098,-70.68241824,306,1,10,2,131,90.9244604316547,40.3333333333333
9431,ESCUELA VILLA SAN MIGUEL,13130,1,-33.49785019,-70.6628646,423,1,10,2,131,86.4700854700855,54.0
9437,ESC. BAS. Y ESP. SU SANTIDAD JUAN XXIII,13129,5,-33.49015442,-70.63231794,374,1,10,2,131,84.6748251748252,71.8181818181818
9443,ESCUELA BAS. LOS HEROES DE YUNGAY,13111,5,-33.52182186,-70.61841711,160,1,10,2,131,82.8741721854305,45.0
9457,ESCUELA BÁSICA POETA NERUDA (EX-483),13129,5,-33.51313398,-70.63066628,303,1,10,2,131,88.8313725490196,79.3333333333333
9458,ESCUELA BOROA,13121,1,-33.50525361999999,-70.67470241,387,1,10,2,131,85.4536741214058,33.0
9460,INST. REG. EDUC ADULTOS SAN MIGUEL,13130,1,-33.48642,-70.65298,174,1,165,3,131,54.5,15.0
9460,INST. REG. EDUC ADULTOS SAN MIGUEL,13130,1,-33.48642,-70.65298,174,1,165,6,131,54.7391304347826,16.8125
9461,ESC. ESP. DE ADULTOS HUGO MORALES BIZAMA,13130,1,-33.49861,-70.6469,147,1,165,3,131,17.0,2.5
9461,ESC. ESP. DE ADULTOS HUGO MORALES BIZAMA,13130,1,-33.49861,-70.6469,147,1,165,3,131,16.7,4.0
9461,ESC. ESP. DE ADULTOS HUGO MORALES BIZAMA,13130,1,-33.49861,-70.6469,147,1,165,6,131,14.3207547169811,2.85714285714286
9467,COLEGIO LA CASTRINA,13129,2,-33.51616215,-70.63320536,117,1,110,2,131,92.1515151515152,85.25
9472,LICEO POLITECNICO SAN LUIS,13130,2,-33.50924829,-70.65673034,1326,1,310,5,131,77.9495798319328,49.15
9472,LICEO POLITECNICO SAN LUIS,13130,2,-33.50924829,-70.65673034,1326,1,310,7,131,77.6454545454545,53.0
9472,LICEO POLITECNICO SAN LUIS,13130,2,-33.50924829,-70.65673034,1326,1,310,7,131,82.8181818181818,65.375
9472,LICEO POLITECNICO SAN LUIS,13130,2,-33.50924829,-70.65673034,1326,1,310,7,131,77.4760820045558,59.5384615384615
9473,ESCUELA BAS.PART.N 23 COLEGIO SANTA ANA,13130,2,-33.50680207,-70.64698936,376,1,10,2,131,90.6459016393443,73.3333333333333
9474,INSTIT.POLIT.SAN MIGUEL ARCANGEL,13130,2,-33.4873673,-70.65023579,355,1,310,5,131,75.84,24.0
9474,INSTIT.POLIT.SAN MIGUEL ARCANGEL,13130,2,-33.4873673,-70.65023579,355,1,310,7,131,80.0634920634921,14.0
9474,INSTIT.POLIT.SAN MIGUEL ARCANGEL,13130,2,-33.4873673,-70.65023579,355,1,310,7,131,73.6166666666667,23.3333333333333
9484,COLEGIO SANTA ROSA,13130,2,-33.49400058,-70.64931386,1072,1,10,2,131,87.2973395931142,92.0
9485,ESCUELA PARTICULAR HANSEL Y GRETEL,13130,2,-33.50781099,-70.66596042,179,1,10,2,131,90.6267605633803,32.0
9486,COLEGIO ESPIRITU SANTO DEL VERBO DIVINO,13129,2,-33.49274999,-70.61910581,1015,1,10,2,131,87.9625850340136,59.0
9486,COLEGIO ESPIRITU SANTO DEL VERBO DIVINO,13129,2,-33.49274999,-70.61910581,1015,1,10,5,131,86.4230769230769,22.375
9487,ESCUELA INDUSTRIAL PART. LAUTARO,13130,2,-33.49915231,-70.65495208,179,1,510,7,131,89.9941520467836,72.25
9490,ESCUELA PARTICULAR LUCILA GODOY,13130,2,-33.50184025,-70.64207914,305,1,110,2,131,98.2891986062718,91.5
9500,COLEGIO PART. NUESTRA SRA DEL HUERTO,13129,2,-33.47219384,-70.62537056,405,1,10,2,131,86.0,70.5714285714286
9500,COLEGIO PART. NUESTRA SRA DEL HUERTO,13129,2,-33.47219384,-70.62537056,405,1,10,5,131,85.375,36.0
9502,COLEGIO POLIV.ADVENTISTA SANTIAGO SUR,13129,2,-33.49666507,-70.62856671,711,1,10,2,131,82.3970588235294,38.0
9502,COLEGIO POLIV.ADVENTISTA SANTIAGO SUR,13129,2,-33.49666507,-70.62856671,711,1,10,5,131,86.5833333333333,54.0
9504,ESCUELA PARTICULAR Y COLEGIO CHILE,13130,2,-33.50098922,-70.65354118,2153,1,10,2,131,86.5319652722968,75.6111111111111
9504,ESCUELA PARTICULAR Y COLEGIO CHILE,13130,2,-33.50098922,-70.65354118,2153,1,10,5,131,83.0330123796424,65.0
9505,ESCUELA PARTICULAR JOSE A.ALFONSO,13121,2,-33.50278671,-70.67760122,1217,1,10,2,131,87.2302259887006,72.4117647058823
9505,ESCUELA PARTICULAR JOSE A.ALFONSO,13121,2,-33.50278671,-70.67760122,1217,1,10,5,131,88.1246200607903,77.9047619047619
9506,ESC.BAS.PROFESORA AIDA RAMOS DIAZ,13121,2,-33.50720949,-70.67096769,344,1,10,6,131,78.0166666666667,71.25
9507,ESCUELA PARTICULAR LAURA VICUNA,13129,2,-33.48701873,-70.63272118,356,1,10,2,131,87.98,72.25
9508,COLEGIO PARTICULAR POBL. ALESSANDRI,13121,2,-33.48238866,-70.66529311,217,1,10,2,131,84.2275449101796,38.0
9509,COLEGIO SUBERCASEAUX COLLEGE,13130,3,-33.480182,-70.65516,474,1,10,5,131,89.5106382978723,83.0
9511,ESCUELA PARTICULAR GRAN AVENIDA,13130,2,-33.5059132,-70.65590334,227,1,10,2,131,87.019801980198,37.0
9518,COLEGIO PARTICULAR PADRE FIDEL ABARCA,13121,2,-33.48997419,-70.67752012,145,1,110,2,131,90.0266666666667,5.83333333333333
9519,COLEGIO BICENTENARIO SANTO CURA DE ARS,13130,2,-33.50684934,-70.65208834,1074,1,10,2,131,84.2048387096774,90.5
9520,PRINCESS MARGARET COLLEGE,13130,2,-33.51320277,-70.64570174,145,1,10,2,131,91.9557522123894,88.0
9531,ESCUELA PARTICULAR MIGUEL DAVILA,13121,2,-33.506073,-70.67684,104,1,110,2,131,91.3482142857143,54.25
9533,ESCUELA BASICA PARTICULAR RAINBOW SCHOOL,13129,2,-33.50071076999999,-70.63132535,181,1,10,2,131,93.0470588235294,67.9090909090909
9534,COLEGIO SAN DAMIAN,13110,2,-33.53930299999999,-70.59655148,1329,1,10,2,131,87.4349442379182,76.1538461538462
9534,COLEGIO SAN DAMIAN,13110,2,-33.53930299999999,-70.59655148,1329,1,10,5,131,86.3871733966746,69.6
9537,ESCUELA PARTICULAR DIVINA GABRIELA,13121,2,-33.49895553999999,-70.67615697,175,1,10,2,131,86.1241830065359,55.6
9539,ESC. BAS. N°221 SANTA CATALINA DE SAN MIGUEL,13130,2,-33.50757787,-70.6430043,196,1,10,2,131,84.4391534391534,62.6666666666667
9540,ESCUELA PARTICULAR SAN CARLOS,13121,2,-33.50150324,-70.67915783,138,1,110,2,131,86.2222222222222,43.5
9544,ESCUELA PARTICULAR AMIGOS,13121,2,-33.49546303999999,-70.66586892,379,1,10,2,131,83.6655518394649,51.3333333333333
9547,ESCUELA BAS. PART. QUEEN & FLOWER COLLEGE,13129,2,-33.49604115999999,-70.63106367,368,1,10,2,131,90.7684563758389,48.7619047619048
9556,ESCUELA PARTICULAR MARQUEZ DE OVANDO,13121,2,-33.49314784,-70.66742088,647,1,10,2,131,85.4368932038835,79.0
9558,ESCUELA PARTICULAR ROCIO DE LOS ANGELES,13121,2,-33.47795815,-70.66168975,645,1,10,2,131,89.1608040201005,46.0
9572,ESCUELA PARTICULAR JAVIERA CARRERA,13129,2,-33.51701493,-70.63483415,297,1,110,2,131,96.8197278911565,91.1428571428571
9574,ESCUELA BASICA PARTICULAR CAMINITO,13401,2,-33.59667831,-70.68893282,569,1,10,2,134,93.4305019305019,78.4
9579,LICEO INDUSTRIAL DE SAN MIGUEL AGUSTIN ED,13129,4,-33.50693331,-70.63234112,670,1,310,5,131,83.4242424242424,60.4545454545455
9579,LICEO INDUSTRIAL DE SAN MIGUEL AGUSTIN ED,13129,4,-33.50693331,-70.63234112,670,1,310,7,131,84.9,48.5
9581,LICEO TECNICO A-100 DE SAN MIGUEL,13130,4,-33.49686276,-70.6527186,514,1,310,5,131,82.9915966386555,43.5
9581,LICEO TECNICO A-100 DE SAN MIGUEL,13130,4,-33.49686276,-70.6527186,514,1,310,7,131,78.8846153846154,49.75
9581,LICEO TECNICO A-100 DE SAN MIGUEL,13130,4,-33.49686276,-70.6527186,514,1,310,7,131,77.9484536082474,16.5
9582,LICEO POLIVALENTE FRANCISCO FRIAS V.,13111,5,-33.52431923,-70.63572042,263,1,310,5,131,82.49375,59.4
9582,LICEO POLIVALENTE FRANCISCO FRIAS V.,13111,5,-33.52431923,-70.63572042,263,1,310,7,131,79.3783783783784,71.1428571428571
9582,LICEO POLIVALENTE FRANCISCO FRIAS V.,13111,5,-33.52431923,-70.63572042,263,1,310,7,131,83.5614035087719,92.0
9583,CENTRO EDUCACIONAL MUN.MARIANO LATORRE,13112,1,-33.57828062,-70.64184013,728,1,363,6,131,43.5119047619048,10.0
9583,CENTRO EDUCACIONAL MUN.MARIANO LATORRE,13112,1,-33.57828062,-70.64184013,728,1,363,7,131,68.26,40.0
9583,CENTRO EDUCACIONAL MUN.MARIANO LATORRE,13112,1,-33.57828062,-70.64184013,728,1,363,7,131,65.185,24.0769230769231
9583,CENTRO EDUCACIONAL MUN.MARIANO LATORRE,13112,1,-33.57828062,-70.64184013,728,1,363,8,131,47.28,10.0
9583,CENTRO EDUCACIONAL MUN.MARIANO LATORRE,13112,1,-33.57828062,-70.64184013,728,1,363,7,131,66.1929824561404,27.6875
9583,CENTRO EDUCACIONAL MUN.MARIANO LATORRE,13112,1,-33.57828062,-70.64184013,728,1,363,8,131,53.7068965517241,10.5714285714286
9584,LICEO COMERCIAL VATE VICENTE HUIDOBRO,13131,4,-33.53761294,-70.63650029,361,1,310,5,131,82.2831050228311,59.3
9584,LICEO COMERCIAL VATE VICENTE HUIDOBRO,13131,4,-33.53761294,-70.63650029,361,1,310,7,131,74.5578947368421,37.3333333333333
9584,LICEO COMERCIAL VATE VICENTE HUIDOBRO,13131,4,-33.53761294,-70.63650029,361,1,310,7,131,84.0327868852459,58.8
9585,LICEO DOCTOR ALEJANDRO DEL RIO,13111,5,-33.5169844,-70.62132417,224,1,10,2,131,81.1987179487179,62.0
9586,LICEO MUNICIPALIZADO ARAUCANIA,13131,1,-33.53481258,-70.63725008,464,1,10,2,131,90.965,63.3333333333333
9586,LICEO MUNICIPALIZADO ARAUCANIA,13131,1,-33.53481258,-70.63725008,464,1,10,3,131,88.9166666666667,66.6666666666667
9586,LICEO MUNICIPALIZADO ARAUCANIA,13131,1,-33.53481258,-70.63725008,464,1,10,6,131,86.6470588235294,53.9210526315789
9587,LICEO MALAQUIAS CONCHA,13111,5,-33.52826022,-70.62156758,666,1,10,2,131,89.7699115044248,87.1111111111111
9587,LICEO MALAQUIAS CONCHA,13111,5,-33.52826022,-70.62156758,666,1,10,5,131,87.2721088435374,65.5
9587,LICEO MALAQUIAS CONCHA,13111,5,-33.52826022,-70.62156758,666,1,10,6,131,91.8536585365854,81.3
9588,ESCUELA BAS. TECNO SUR,13111,5,-33.53713471999999,-70.63166242,217,1,10,2,131,82.5801104972376,52.5
9590,ESCUELA BELGICA,13111,5,-33.53469004,-70.62503439,181,1,10,2,131,84.6774193548387,70.3333333333333
9591,LICEO N523,13112,1,-33.57761485,-70.636358,298,1,10,2,131,75.2281368821293,46.6
9592,ESCUELA BASICA SENDERO DEL SABER,13131,1,-33.52660334,-70.63856408,270,1,10,2,131,92.8266666666667,73.2727272727273
9593,ESCUELA BASICA EDUCADORES DE CHILE,13131,1,-33.53762321,-70.64003838,195,1,10,2,131,86.5862068965517,70.4
9595,ESCUELA CAPITAN AVALOS,13112,1,-33.57591274,-70.65680774,322,1,10,2,131,89.8615916955017,64.0
9597,ESCUELA PABLO DE ROKHA,13112,1,-33.58026544,-70.65106011,196,1,10,2,131,99.4409937888199,10.0
9598,ESCUELA MUNICIPAL VIOLETA PARRA,13112,1,-33.57706995,-70.64923849,280,1,10,2,131,79.412955465587,53.75
9599,LICEO MUNICIPAL PURKUYEN,13131,1,-33.5372955,-70.63732312,427,1,10,2,131,81.4086538461538,69.0
9599,LICEO MUNICIPAL PURKUYEN,13131,1,-33.5372955,-70.63732312,427,1,10,5,131,75.1503759398496,72.8571428571429
9599,LICEO MUNICIPAL PURKUYEN,13131,1,-33.5372955,-70.63732312,427,1,10,7,131,76.6,33.0
9600,ESCUELA NANIHUE,13131,1,-33.55014102,-70.64043938,258,1,10,2,131,78.9098712446352,58.3846153846154
9601,CENTRO EDUCACIONAL MUNICIPAL SAN RAMON,13131,1,-33.54977143,-70.64463024,282,1,310,5,131,83.5754716981132,75.9090909090909
9601,CENTRO EDUCACIONAL MUNICIPAL SAN RAMON,13131,1,-33.54977143,-70.64463024,282,1,310,7,131,82.0,76.0
9601,CENTRO EDUCACIONAL MUNICIPAL SAN RAMON,13131,1,-33.54977143,-70.64463024,282,1,310,8,131,93.5142857142857,90.0
9602,COLEGIO NERUDA,13112,1,-33.58015446999999,-70.657241,308,1,10,2,131,81.4584837545126,41.2727272727273
9604,LICEO MUNICIPALIZADO CENT.ED. LA PINTANA,13112,1,-33.58411073,-70.65356126,527,1,10,2,131,84.843220338983,67.7209302325581
9605,COLEGIO MUNICIPAL PROCERES DE CHILE,13111,5,-33.52665484,-70.61396037,275,1,10,2,131,85.3615023474178,51.2222222222222
9606,ESCUELA BAS. LA ARAUCANIA,13111,5,-33.53470899,-70.61661188,250,1,10,2,131,79.1542056074766,69.2857142857143
9608,CENTRO EDUCACIONAL MIRADOR,13131,1,-33.51935004,-70.64109271,105,1,310,5,131,85.2631578947368,78.0
9608,CENTRO EDUCACIONAL MIRADOR,13131,1,-33.51935004,-70.64109271,105,1,310,7,131,85.7209302325581,68.3333333333333
9609,ESCUELA BAS. SANITAS,13111,5,-33.52184801,-70.62810274,297,1,10,2,131,84.0254545454546,66.4
9610,ESCUELA BAS. POETA OSCAR CASTRO ZUNIGA,13111,5,-33.53003089,-70.62330094,409,1,10,2,131,81.9444444444444,44.4
9611,ESCUELA BASICA TUPAHUE,13131,1,-33.55382014,-70.64141983,194,1,10,2,131,81.7055214723926,39.0
9612,ESCUELA BASICA ISLAS DE CHILE,13111,5,-33.54569449,-70.61426924,289,1,10,2,131,80.6694560669456,53.0
9614,ESCUELA BASICA KARELMAPU,13131,1,-33.54572768,-70.64375712,240,1,10,2,131,81.6702702702703,51.9
9616,LICEO VICTOR JARA,13112,1,-33.58327103,-70.64240597,407,1,10,2,131,75.5913043478261,33.3333333333333
9617,LICEO MUNICIPAL LA GRANJA POETA NERUDA,13111,5,-33.55112574999999,-70.62864054,579,1,10,2,131,79.5775862068966,58.5
9617,LICEO MUNICIPAL LA GRANJA POETA NERUDA,13111,5,-33.55112574999999,-70.62864054,579,1,10,6,131,87.8235294117647,67.6666666666667
9618,ESCUELA BAS. BENJAMIN SUBERCASEAUX,13111,5,-33.55376809,-70.62884172,800,1,10,2,131,86.8837535014006,75.4363636363636
9620,ESCUELA BASICA JUAN DE DIOS ALDEA,13112,1,-33.58585162,-70.61302916,365,1,10,2,131,83.0497076023392,57.9130434782609
9625,ESCUELA BASICA VILLA LA CULTURA,13131,1,-33.55540974,-70.63301527,246,1,10,2,131,89.0139534883721,52.75
9629,ESCUELA BASICA ALIVEN,13131,1,-33.55088432,-70.64459017,251,1,10,2,131,84.3080357142857,66.6666666666667
9631,ESCUELA ESPECIAL DE ADULTOS,13131,1,-33.549068,-70.633324,408,1,165,3,131,77.8571428571429,50.0
9631,ESCUELA ESPECIAL DE ADULTOS,13131,1,-33.549068,-70.633324,408,1,165,3,131,80.7909090909091,49.7727272727273
9631,ESCUELA ESPECIAL DE ADULTOS,13131,1,-33.549068,-70.633324,408,1,165,6,131,78.3457249070632,52.3205128205128
9634,COLEGIO MARISTA MARCELINO CHAMPAGNAT,13112,2,-33.58847226999999,-70.61640243,2277,1,10,2,131,85.4627539503386,63.5
9634,COLEGIO MARISTA MARCELINO CHAMPAGNAT,13112,2,-33.58847226999999,-70.61640243,2277,1,10,7,131,85.7718446601942,67.5789473684211
9634,COLEGIO MARISTA MARCELINO CHAMPAGNAT,13112,2,-33.58847226999999,-70.61640243,2277,1,10,7,131,86.8877005347594,75.2222222222222
9634,COLEGIO MARISTA MARCELINO CHAMPAGNAT,13112,2,-33.58847226999999,-70.61640243,2277,1,10,7,131,92.0172413793103,82.0
9636,CHILEAN EAGLES COLLEGE-LA PINTANA,13112,2,-33.55610536999999,-70.64781912,1137,1,10,2,131,82.1715789473684,56.8148148148148
9637,COLEGIO CHRISTIAN GARDEN SCHOOL,13111,2,-33.55512284,-70.62818119,1741,1,10,2,131,88.5293551491819,70.5
9637,COLEGIO CHRISTIAN GARDEN SCHOOL,13111,2,-33.55512284,-70.62818119,1741,1,10,5,131,92.0676056338028,99.0
9637,COLEGIO CHRISTIAN GARDEN SCHOOL,13111,2,-33.55512284,-70.62818119,1741,1,10,7,131,90.0740740740741,10.0
9638,ESCUELA BÁSICA PADRE ESTEBAN GUMUCIO VIVES,13111,2,-33.52010851,-70.62930208,487,1,10,2,131,81.9116719242902,64.0
9638,ESCUELA BÁSICA PADRE ESTEBAN GUMUCIO VIVES,13111,2,-33.52010851,-70.62930208,487,1,10,7,131,83.6379310344828,82.0
9639,ESCUELA PARTICULAR EMA DIAZ SIERRA,13131,2,-33.5297624,-70.64272504,314,1,10,2,131,81.5583941605839,59.8666666666667
9642,ESCUELA PARTICULAR TTE.DAGOBERTO GODOY,13111,2,-33.54075006,-70.63299931,1306,1,10,2,131,93.6891191709845,83.9230769230769
9646,COLEGIO POLIVALENTE FRANCISCO RAMIREZ,13131,2,-33.52546589,-70.63693928,568,1,310,5,131,92.1503759398496,81.4615384615385
9646,COLEGIO POLIVALENTE FRANCISCO RAMIREZ,13131,2,-33.52546589,-70.63693928,568,1,310,7,131,91.1073825503356,85.0
9647,LICEO BICENTENARIO SAN FRANCISCO,13131,2,-33.54411524999999,-70.63420356,1620,1,10,2,131,83.2969518190757,44.5
9647,LICEO BICENTENARIO SAN FRANCISCO,13131,2,-33.54411524999999,-70.63420356,1620,1,10,5,131,86.5522041763341,69.4545454545455
9648,ESCUELA PARTICULAR FRANCISCO DE MIRANDA,13131,2,-33.53125923,-70.63572384,204,1,10,2,131,85.0170454545455,44.0
9653,ESCUELA BASICA PRESBITERIANA EL SALVADOR,13111,2,-33.53738516,-70.6209593,268,1,10,2,131,85.3119658119658,52.0
9654,ESCUELA PARTICULAR FRANCISCO RAMIREZ,13131,2,-33.53208591,-70.63619913,1422,1,10,2,131,92.4546279491833,92.3333333333333
9655,ESCUELA PARTICULAR CLAUDIO MATTE,13111,2,-33.52094644999999,-70.63317829,1211,1,10,2,131,87.5586987270156,70.7777777777778
9655,ESCUELA PARTICULAR CLAUDIO MATTE,13111,2,-33.52094644999999,-70.63317829,1211,1,10,5,131,86.6820809248555,65.5
9656,ESCUELA PARTICULAR PDTE.JOSE J.PRIETO,13112,2,-33.57718287,-70.63016922,1764,1,10,2,131,89.4398104265403,79.7777777777778
9656,ESCUELA PARTICULAR PDTE.JOSE J.PRIETO,13112,2,-33.57718287,-70.63016922,1764,1,10,5,131,89.5450346420323,80.6111111111111
9659,ESCUELA COLEGIO ALBERTO BLEST GANA,13131,2,-33.51989686,-70.638285,1706,1,10,2,131,84.7128614157527,44.5
9659,ESCUELA COLEGIO ALBERTO BLEST GANA,13131,2,-33.51989686,-70.638285,1706,1,10,5,131,85.3984674329502,61.1428571428571
9660,ESCUELA PARTIC PARROQUIAL DOMINGO SAVIO,13131,2,-33.53850019,-70.64662425,1286,1,10,2,131,83.7393162393162,63.1
9660,ESCUELA PARTIC PARROQUIAL DOMINGO SAVIO,13131,2,-33.53850019,-70.64662425,1286,1,10,5,131,84.689552238806,64.6
9660,ESCUELA PARTIC PARROQUIAL DOMINGO SAVIO,13131,2,-33.53850019,-70.64662425,1286,1,10,7,131,82.4383561643836,20.0
9660,ESCUELA PARTIC PARROQUIAL DOMINGO SAVIO,13131,2,-33.53850019,-70.64662425,1286,1,10,7,131,82.2903225806452,67.0
9663,ESCUELA PARTICULAR ELSA RAMIREZ,13131,2,-33.53194426999999,-70.63607961,320,1,110,2,131,88.2380952380952,84.75
9664,COLEGIO PARTICULAR PUERTO NAVARINO,13112,2,-33.57873929,-70.6572899,143,1,10,2,131,92.280701754386,71.6
9665,CENTRO EDUCACIONAL SANTA ROSA DEL SUR,13112,2,-33.58464193999999,-70.62843515,956,1,10,5,131,83.8087431693989,48.25
9665,CENTRO EDUCACIONAL SANTA ROSA DEL SUR,13112,2,-33.58464193999999,-70.62843515,956,1,10,7,131,83.3663366336634,46.0
9666,ESC. PART. CELESTIN FREINET,13112,2,-33.55705444,-70.6412224,550,1,10,3,131,96.0,95.0
9666,ESC. PART. CELESTIN FREINET,13112,2,-33.55705444,-70.6412224,550,1,10,6,131,95.4505494505494,84.3888888888889
9668,ESCUELA BASICA OSCAR SALINAS,13112,2,-33.58622093,-70.61573645,604,1,10,2,131,99.3652561247216,97.2222222222222
9668,ESCUELA BASICA OSCAR SALINAS,13112,2,-33.58622093,-70.61573645,604,1,10,5,131,98.5980392156863,94.6923076923077
9669,COLEGIO NUESTRO MUNDO,13131,2,-33.53062828,-70.64247198,265,1,10,2,131,90.2209302325581,75.3333333333333
9673,ESCUELA PARTICULAR ARTURO MATTE LARRAIN,13131,2,-33.54829191,-70.64904628,1540,1,10,2,131,87.8627069133398,74.44
9673,ESCUELA PARTICULAR ARTURO MATTE LARRAIN,13131,2,-33.54829191,-70.64904628,1540,1,10,5,131,88.8250950570342,87.0
9673,ESCUELA PARTICULAR ARTURO MATTE LARRAIN,13131,2,-33.54829191,-70.64904628,1540,1,10,7,131,88.9047619047619,77.0
9674,ESCUELA BASICA ALAS DE AGUILA,13131,2,-33.52069352,-70.63652105,146,1,110,2,131,93.1925465838509,52.8333333333333
9676,ESCUELA PARTICULAR SAN MARCELO,13111,2,-33.55179342999999,-70.63212206,851,1,10,2,131,90.2335664335664,75.6666666666667
9680,COMPLEJO EDUC.STA.RITA DE CASIA-ANEXO 1,13112,2,-33.59107698999999,-70.61990243,242,1,10,2,131,99.9253731343284,99.1666666666667
9684,COLEGIO SAN GREGORIO DE LA SALLE,13111,2,-33.53655435,-70.62082979,1133,1,10,2,131,85.642962962963,68.0
9684,COLEGIO SAN GREGORIO DE LA SALLE,13111,2,-33.53655435,-70.62082979,1133,1,10,5,131,86.8733766233766,70.75
